
0.4240206,0.3362808,0.2900618
0.4255072,0.3362808,0.2900618
0.4276607,0.3366343,0.2900618
0.4191721,0.3362808,0.2900618
0.4273072,0.3357808,0.2900618
0.4227299,0.340858,0.2900618
0.4273072,0.3380808,0.2900618
0.4307387,0.3328493,0.2900618
0.42858,0.335008,0.2900618
0.4273072,0.3329942,0.2900618
0.4291072,0.3362808,0.2900618
0.4342584,0.343232,0.2900618
0.4354776,0.3444512,0.2900618
0.4273072,0.3380808,0.2900618
0.4140033,0.3362808,0.2900618
0.4273072,0.3314279,0.2900618
0.4269536,0.3366343,0.2900618
0.4269536,0.3359272,0.2900618
0.4273072,0.3411337,0.2900618
0.4273072,0.3281457,0.2900618
0.43216,0.3362808,0.2900618
0.4337804,0.3362808,0.2900618
0.4249832,0.3386047,0.2900618
0.4371378,0.3362808,0.2900618
0.4215548,0.3305284,0.2900618
0.4273072,0.3495847,0.2900618
0.4224543,0.3362808,0.2900618
0.4276607,0.3359272,0.2900618
0.4224543,0.3362808,0.2900618
0.4260344,0.335008,0.2900618
0.4296311,0.3386047,0.2900618
0.4330595,0.3305284,0.2900618
0.4276607,0.3359272,0.2900618
0.4273072,0.3281457,0.2900618
0.4296311,0.3386047,0.2900618
0.4249832,0.3339568,0.2900618
0.4255072,0.3362808,0.2900618
0.4178999,0.3268735,0.2900618
0.4278072,0.3362808,0.2900618
0.4273072,0.342754,0.2900618
0.4178999,0.345688,0.2900618
0.4273072,0.3329942,0.2900618
0.4178999,0.3268735,0.2900618
0.4367144,0.3268735,0.2900618
0.4174766,0.3362808,0.2900618
0.4367144,0.345688,0.2900618
0.4273072,0.3344808,0.2900618
0.4238757,0.3397123,0.2900618
0.4238757,0.3397123,0.2900618
0.4191721,0.3362808,0.2900618
0.4178999,0.345688,0.2900618
0.4342585,0.3293295,0.2900618
0.4157524,0.3362808,0.2900618
0.4318844,0.3317035,0.2900618
0.4273072,0.324726,0.2900618
0.4273072,0.3229769,0.2900618
0.4276607,0.3366343,0.2900618
0.4208339,0.3362808,0.2900618
0.4273072,0.3478356,0.2900618
0.4249832,0.3339568,0.2900618
0.4330595,0.3305284,0.2900618
0.4273072,0.3461114,0.2900618
0.4330595,0.3420331,0.2900618
0.4273072,0.3478356,0.2900618
0.4157524,0.3362808,0.2900618
0.4260344,0.3375536,0.2900618
0.4318844,0.340858,0.2900618
0.4268072,0.3362808,0.2900618
0.4203559,0.3293295,0.2900618
0.4273072,0.3357808,0.2900618
0.4238757,0.3328493,0.2900618
0.4273072,0.3395674,0.2900618
0.4215548,0.3420331,0.2900618
0.4227299,0.340858,0.2900618
0.4215548,0.3305284,0.2900618
0.4273072,0.3411337,0.2900618
0.4273072,0.3229769,0.2900618
0.4278072,0.3362808,0.2900618
0.4268072,0.3362808,0.2900618
0.4305938,0.3362808,0.2900618
0.4208339,0.3362808,0.2900618
0.4291072,0.3362808,0.2900618
0.4318844,0.3317035,0.2900618
0.4273072,0.324726,0.2900618
0.4273072,0.3367808,0.2900618
0.4273072,0.3264502,0.2900618
0.4273072,0.342754,0.2900618
0.4296311,0.3339568,0.2900618
0.4174766,0.3362808,0.2900618
0.4240206,0.3362808,0.2900618
0.4318844,0.340858,0.2900618
0.4296311,0.3339568,0.2900618
0.4273072,0.3461114,0.2900618
0.4227299,0.3317035,0.2900618
0.4371378,0.3362808,0.2900618
0.4203559,0.343232,0.2900618
0.4203559,0.343232,0.2900618
0.4273072,0.3314279,0.2900618
0.4191367,0.3444512,0.2900618
0.4273072,0.3444158,0.2900618
0.438862,0.3362808,0.2900618
0.4191367,0.3444512,0.2900618
0.4249832,0.3386047,0.2900618
0.4260344,0.3375536,0.2900618
0.4273072,0.3444158,0.2900618
0.4191367,0.3281103,0.2900618
0.4273072,0.3264502,0.2900618
0.4273072,0.3298075,0.2900618
0.4227299,0.3317035,0.2900618
0.4354776,0.3444512,0.2900618
0.4354422,0.3362808,0.2900618
0.4307387,0.3397123,0.2900618
0.42858,0.335008,0.2900618
0.4354776,0.3281103,0.2900618
0.4406111,0.3362808,0.2900618
0.4203559,0.3293295,0.2900618
0.42858,0.3375536,0.2900618
0.4354776,0.3281103,0.2900618
0.4305938,0.3362808,0.2900618
0.43216,0.3362808,0.2900618
0.438862,0.3362808,0.2900618
0.4273072,0.3344808,0.2900618
0.4273072,0.3298075,0.2900618
0.42858,0.3375536,0.2900618
0.4307387,0.3328493,0.2900618
0.4273072,0.3367808,0.2900618
0.4273072,0.3495847,0.2900618
0.4269536,0.3359272,0.2900618
0.4330595,0.3420331,0.2900618
0.4342585,0.3293295,0.2900618
0.4342584,0.343232,0.2900618
0.4191367,0.3281103,0.2900618
0.4215548,0.3420331,0.2900618
0.4260344,0.335008,0.2900618
0.4238757,0.3328493,0.2900618
0.4406111,0.3362808,0.2900618
0.4269536,0.3366343,0.2900618
0.4367144,0.345688,0.2900618
0.4337804,0.3362808,0.2900618
0.4273072,0.3395674,0.2900618
0.4307387,0.3397123,0.2900618
0.4354422,0.3362808,0.2900618
0.4367144,0.3268735,0.2900618
0.4140033,0.3362808,0.2900618
